MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,Mel_0,Mel_1,Mel_2,Mel_3,Mel_4,Mel_5,Mel_6,Mel_7,Mel_8,Mel_9,Mel_10,Mel_11,Mel_12,Mel_13,Mel_14,Mel_15,Mel_16,Mel_17,Mel_18,Mel_19,Mel_20,Mel_21,Mel_22,Mel_23,Mel_24,Mel_25,Mel_26,Mel_27,Mel_28,Mel_29,Mel_30,Mel_31,Mel_32,Mel_33,Mel_34,Mel_35,Mel_36,Mel_37,Mel_38,Mel_39,Mel_40,Mel_41,Mel_42,Mel_43,Mel_44,Mel_45,Mel_46,Mel_47,Mel_48,Mel_49,Mel_50,Mel_51,Mel_52,Mel_53,Mel_54,Mel_55,Mel_56,Mel_57,Mel_58,Mel_59,Mel_60,Mel_61,Mel_62,Mel_63,Mel_64,Mel_65,Mel_66,Mel_67,Mel_68,Mel_69,Mel_70,Mel_71,Mel_72,Mel_73,Mel_74,Mel_75,Mel_76,Mel_77,Mel_78,Mel_79,Mel_80,Mel_81,Mel_82,Mel_83,Mel_84,Mel_85,Mel_86,Mel_87,Mel_88,Mel_89,Mel_90,Mel_91,Mel_92,Mel_93,Mel_94,Mel_95,Mel_96,Mel_97,Mel_98,Mel_99,Mel_100,Mel_101,Mel_102,Mel_103,Mel_104,Mel_105,Mel_106,Mel_107,Mel_108,Mel_109,Mel_110,Mel_111,Mel_112,Mel_113,Mel_114,Mel_115,Mel_116,Mel_117,Mel_118,Mel_119,Mel_120,Mel_121,Mel_122,Mel_123,Mel_124,Mel_125,Mel_126,Mel_127,ZCR,RMSE
-196.1682587,114.38445281982422,5.6551995277404785,3.718888282775879,-32.06587219,2.687117815,-24.47290039,-6.219463825,0.15623220801353455,14.97823429107666,-4.3400774,8.274380683898926,-9.408637047,3.401503324508667,-1.491491914,5.3855462074279785,-3.343743086,3.770400047302246,-2.767106056,-6.932629108,-7.148697853,-6.609784126,-2.574698448,8.805330276489258,13.807559967041016,20.313152313232422,12.904687881469727,5.559361457824707,-0.509016454,3.619192361831665,3.832063674926758,5.218435764312744,-0.909622133,0.4379134476184845,-1.967745543,4.036166667938232,1.9146251678466797,4.944299221038818,-1.276113033,1.162213921546936,10.157459259033203,-18.73557854,-8.424141884,-11.27625656,-12.57406139,-12.53562546,-8.694656372,-4.950037003,-2.358612061,4.132997989654541,1.9831916093826294,-6.859182835,-8.887042999,-8.062820435,-8.277218819,-9.525463104,-6.3114748,-0.180321142,3.243046522140503,6.791546345,9.064227104187012,8.389379501342773,2.593985080718994,-4.644639969,-6.198488235,-5.450985432,-4.142379284,-2.973294258,0.8587018251419067,2.0692625045776367,3.1888561248779297,4.091941833496094,3.459059715270996,-2.168838739,-6.709026814,-10.85079288,-13.91096306,-13.96209812,-13.66372776,-13.87727737,-11.57427502,-9.386642456,-9.208507538,-11.48642635,-14.41459084,-18.23912239,-19.58323288,-17.92287064,-14.27642345,-13.34826565,-11.23223591,-11.394907,-14.28355122,-15.46701717,-14.27867603,-14.03024101,-16.44632721,-16.58587837,-13.9039135,-13.91259289,-16.57796478,-19.16093636,-17.55321503,-18.76870918,-21.13143539,-21.36192894,-21.24856567,-22.31400681,-23.37037659,-22.14147186,-20.96943283,-22.84357071,-24.52146912,-24.44838333,-24.97167969,-24.75020981,-24.8871212,-24.94682503,-27.25511169,-25.90304184,-27.01993561,-26.73926735,-26.63098335,-25.64404869,-24.59475327,-24.35005951,-24.50292015,-22.4086895,-21.79369926,-21.17203903,-20.22703362,-21.49970436,-22.1380806,-23.1381855,-22.81342888,-22.3668232,-23.42425346,-22.83259964,-23.08358955,-24.66744423,-23.73336792,-22.21631813,-23.71238708,-24.85770988,-26.0452652,-27.0136013,-27.62089157,-27.91793823,-27.36431313,-28.14749146,-27.56114769,-28.05333138,-27.68025398,-27.27301407,-26.83462143,-27.34748268,-26.92411041,-27.96331215,-29.64954948,-30.96971703,-32.80640793,-35.00440598,-36.58114624,-37.5912056,-37.92159271,-39.40551376,-43.4622612,-50.40203094,0.057892495,0.1110541895031929
-263.712677,86.20427703857422,10.919686317443848,42.62556838989258,-22.4758606,-12.96769428,-19.65856361,-13.12378311,4.136723041534424,-4.803287029,-1.922531247,0.8784496784210205,1.5576797723770142,3.261234760284424,-6.442572594,2.423297882080078,7.203490734100342,10.08093547821045,0.5861778259277344,7.246368885040283,-3.78435564,3.1144745349884033,0.8477580547332764,0.351235956,2.2993478775024414,3.7581963539123535,2.5542423725128174,-0.847184777,-4.898049355,3.9765727519989014,-0.152024612,9.616551399230957,-0.193890467,3.0303280353546143,-0.179554403,3.128239870071411,1.2030779123306274,3.1806256771087646,-0.307489187,1.5152900218963623,-7.894569397,-11.32051849,-13.97100925,-14.88345623,-16.4476223,-17.95280266,-15.68803501,-10.79620171,-10.12171555,-11.44338799,-11.42484951,-9.074467659,-6.561088085,-5.447604656,-4.979584217,-3.099240065,-2.641763687,-5.468299389,-8.049650192,-9.227575302,-6.727093697,-7.786670208,-8.376433372,-8.975834846,-10.89461899,-10.89417458,-10.76496029,-10.36456203,-12.01023388,-12.86855984,-13.83724785,-13.84882164,-14.09825611,-16.19812012,-19.00654793,-23.99284744,-25.75742912,-26.51125336,-24.95539284,-24.44589043,-24.25725746,-24.0337162,-23.20554543,-23.57868385,-25.77321053,-28.70085144,-27.15460587,-26.99387932,-27.26455307,-26.83882523,-26.77663231,-28.58056068,-29.00647926,-30.44650269,-32.78305054,-30.02720642,-26.71573067,-25.83709335,-26.16347694,-23.29358101,-22.98513222,-24.17704391,-22.23337364,-22.96731758,-24.46232986,-23.71624565,-23.41859436,-23.90123177,-24.4531498,-24.76820755,-24.8414669,-24.83995628,-27.43997002,-26.50556946,-24.7965107,-26.73576164,-25.4545784,-24.77794647,-25.44504929,-23.69436646,-22.89965057,-22.25078392,-22.76804161,-24.92707253,-24.24959373,-24.01929283,-26.29822922,-24.7952404,-24.90385818,-24.5201149,-23.3828392,-23.58389854,-22.95177269,-22.87993622,-22.61331177,-22.26245117,-22.22894478,-22.47015572,-23.40307045,-23.88929939,-25.7311573,-29.87892532,-29.77450371,-29.34809685,-28.95518112,-29.20601463,-28.921278,-29.22402954,-32.0668869,-34.06459427,-34.75482941,-39.48582458,-39.08268356,-37.78540039,-37.82406616,-36.87490463,-37.17437744,-37.00893402,-37.92955017,-37.99206924,-37.51262283,-37.51947021,-36.63388062,-36.76362991,-36.39283752,-36.82517242,-39.86412048,-49.8219223,0.078667535,0.052120902
-236.399765,76.45073699951172,7.823646068572998,30.75780487060547,-14.90978718,-16.3093071,-20.90365982,-7.634622097,-6.391032219,-1.215986729,2.4980854988098145,1.4315422773361206,0.4593884348869324,5.681416034698486,-8.466423035,5.559858798980713,0.26718810200691223,9.857102394104004,7.147841453552246,19.875381469726562,9.780179023742676,8.259900093078613,-0.253219575,0.23317795991897583,3.909451484680176,6.481504440307617,0.4871942698955536,-0.38329348,-1.472130656,5.159379482269287,-0.021074884,1.359755277633667,-4.875549316,3.4585864543914795,-1.463369966,3.6779496669769287,2.1231579780578613,5.686464786529541,3.1434266567230225,3.463790178,-2.935485125,-8.163805962,-13.28112888,-16.29800987,-19.00752831,-20.07748032,-18.32902336,-16.75805092,-14.35772038,-11.53117752,-9.642090797,-6.17438221,-0.987766981,1.5542985200881958,-1.326156735,-4.746125221,-6.298416615,-7.705543518,-8.73133564,-9.146503448,-7.557558537,-7.788196087,-7.397904873,-7.797959805,-8.301371574,-5.693806171,-4.410322666,-3.464449406,-6.866195202,-10.68676376,-14.2578373,-17.95119095,-18.82965279,-19.25563431,-20.17122269,-21.32818413,-22.3656311,-22.68727875,-20.42586136,-19.15032196,-19.65437698,-18.66511917,-20.10994911,-21.97760201,-23.44288063,-25.43995094,-26.38803482,-26.41399956,-25.08985901,-24.97574997,-23.35984039,-20.75171089,-20.76735687,-21.59582329,-23.29120827,-26.08628273,-25.15125465,-25.30406189,-25.67632866,-23.07866859,-21.15685463,-20.90594101,-20.37462807,-20.06064606,-21.13124657,-22.02767372,-21.63517761,-22.25722313,-21.87539482,-20.49610329,-20.31310463,-22.00353241,-22.56623268,-21.92663002,-23.09060669,-21.31718445,-19.78897476,-20.47768974,-21.3424015,-20.73690033,-19.02947044,-18.91850853,-20.34936333,-21.38111687,-21.33973503,-21.59724426,-22.9003334,-24.3747139,-24.64063072,-25.15044212,-25.38154793,-25.28497124,-24.83639908,-23.32283974,-23.9974575,-24.21205521,-24.20938492,-25.27964401,-23.93455124,-23.76702309,-24.44498062,-24.50146294,-25.07920265,-25.28074074,-26.51104355,-26.78899956,-25.20628548,-25.50741768,-29.48036766,-29.99658203,-30.81273079,-33.98690796,-32.80253983,-33.24897766,-33.20536804,-30.66343689,-30.61189651,-30.1068325,-30.90265274,-30.6545105,-30.9990139,-31.50013161,-31.484375,-32.79900742,-32.6301651,-33.54018402,-36.52134323,-48.34864807,0.11656935671542554,0.052946538
-166.0973969,98.40312957763672,-25.76008224,35.03040313720703,-8.07349968,-31.4849472,-9.36303997,-6.025903702,-2.79612565,5.661866664886475,-6.040555477,6.027067184448242,-3.184653759,7.944182872772217,-4.844506741,-2.885546207,1.4278866052627563,-8.219562531,-5.593358994,5.590111732,3.646493434906006,9.540737152,10.69039249420166,8.166506767,1.0016204118728638,2.3205959796905518,-2.585562944,7.980716705322266,2.2741875648498535,5.390422344207764,0.4534209966659546,2.271026849746704,0.30591657757759094,2.8140814304351807,-0.475294471,3.3839640617370605,1.5635132789611816,3.6976659297943115,0.7415628433227539,5.320884704589844,8.643364906311035,-13.1477375,-13.07956028,-11.80319881,-10.49175739,-10.03185844,-7.977374554,-5.386454582,-3.136738539,-2.861448288,-0.677953482,0.5069018602371216,-0.494134218,-1.633097053,-3.193950176,-5.691948414,-4.988763809,-4.63382864,-2.266570568,1.0341235399246216,2.1764638423919678,1.3276435136795044,2.1039786338806152,4.015355110168457,4.961916923522949,2.3099849224090576,-0.197716728,-3.677772284,-6.586808681,-7.742281437,-8.79991436,-9.267384529,-9.158569336,-7.847938538,-7.000694752,-4.721783638,-4.41934824,-8.2138834,-11.95382881,-12.45544147,-13.81431389,-15.60690212,-16.99829102,-15.6553669,-14.53687859,-14.69655132,-14.84354973,-14.35095596,-15.33390617,-16.54149246,-16.60460854,-16.53315926,-16.52952385,-15.5730629,-15.19237614,-14.47082043,-13.16267586,-12.85831642,-13.94102478,-14.5811491,-12.74073219,-11.64869976,-12.19003582,-10.24830437,-8.706958771,-9.692035675,-9.189465523,-9.781917572,-9.609326363,-11.38578224,-10.85309124,-10.68245983,-12.759202,-12.17047501,-10.96184921,-10.39354801,-10.22408581,-9.632493973,-9.0888834,-8.432413101,-7.709134579,-8.093877792,-9.933442116,-11.98048019,-12.53394604,-12.31805897,-14.04876995,-17.2098732,-18.59898567,-17.81990433,-17.71056747,-18.6280098,-16.79523277,-15.59817314,-17.19144058,-18.8169899,-20.25220108,-21.20975494,-23.51595688,-26.13683319,-26.64989281,-28.16160011,-29.60844231,-30.08447838,-30.39007187,-30.9873848,-31.1951828,-31.45489883,-33.04995346,-32.27086258,-30.16733551,-28.97833061,-28.50719452,-27.54353714,-27.95416069,-28.55675507,-30.06715202,-30.37551689,-29.66509438,-30.36830711,-31.29309845,-32.55652237,-32.06320953,-31.32805061,-31.0523243,-30.4786396,-34.25681686,-45.33436966,0.058032746,0.096845232
-167.9415283,86.05400085449219,-19.60368919,38.67123794555664,-15.48223209,-23.53078079,0.321740985,-13.34919071,-1.882305264,-3.085284233,-3.167929411,9.758683204650879,-5.297756195,8.704346656799316,-6.08344698,-3.794588089,-3.679578066,-2.193656683,-4.73780489,7.729836463928223,6.784618854522705,15.940375328063965,13.973554611206055,5.815155982971191,4.658142566680908,2.9556753635406494,-2.213681221,4.472252368927002,-1.902556539,7.341580390930176,0.5601138472557068,4.560983180999756,-1.127032876,2.902539014816284,0.032453455,0.9904484152793884,-2.864778519,4.374431610107422,0.49581390619277954,4.995582103729248,8.539453506469727,-11.46452045,-12.6381464,-13.1704998,-11.86196518,-11.29070663,-9.742735863,-8.154401779,-5.997832775,-3.940090418,1.4446905851364136,3.6524477005004883,2.1931843757629395,-1.41344285,-4.869341373,-6.711877823,-5.884584427,-5.361226082,-5.310162544,-4.227018833,-3.188613892,-0.017843444,2.5611026287078857,4.239625930786133,4.399499416351318,1.7430109977722168,-1.586213708,-6.325006485,-9.381024361,-12.14807034,-13.12668133,-13.34669685,-11.51442719,-8.875196457,-8.61289978,-8.139388084,-8.871636391,-10.981493,-11.10604,-11.48914146,-12.60597706,-14.39287376,-15.93560123,-13.87315083,-12.9894619,-14.52686977,-14.1574707,-12.31154537,-14.7032795,-16.14197922,-15.66304398,-15.39998817,-16.30467796,-16.69426346,-16.93477058,-17.66456413,-17.43887711,-16.07462502,-16.32999802,-14.9882288,-13.70551777,-13.12667179,-13.69762039,-15.05089092,-14.64752388,-14.90576172,-15.16045952,-12.73982048,-12.70630169,-13.25656319,-12.27105331,-12.33568954,-12.95526218,-10.71764278,-10.5464468,-11.23382854,-10.12354946,-10.93450546,-10.50928688,-10.64797401,-10.24198723,-10.58638382,-10.38606167,-10.55854321,-11.79273033,-12.46071434,-13.6578722,-15.1232872,-15.06400871,-13.49167061,-14.34008694,-14.33780003,-13.55381012,-12.55124378,-13.31750679,-12.91094685,-14.01379967,-16.80672264,-19.40084076,-21.99825096,-24.74269295,-26.03445625,-27.28167534,-27.20910645,-27.52109718,-27.46357727,-28.8953476,-30.56918907,-32.42904282,-33.48286438,-32.49478531,-32.33856583,-32.24970627,-30.84278488,-28.8848114,-27.80901909,-28.40966225,-28.2806263,-28.60390663,-28.62905884,-28.73829842,-29.4015274,-30.1098423,-29.3764782,-28.02503967,-27.43291664,-33.03757095,-44.77410126,0.065809462,0.097995773
-156.0636444,105.81037902832031,-31.68433189,2.408372640609741,-20.10073853,-11.12604332,-3.036075592,-6.718109131,-7.629161358,17.427560806274414,-6.154060364,4.408106327056885,-2.982472897,6.762812614440918,-3.114593744,-9.172750473,-3.464684486,-3.296970606,-6.081029892,9.898335456848145,6.231939792633057,18.12734031677246,12.43752670288086,5.852783679962158,3.088634729385376,4.672883033752441,0.28305572271347046,5.999052047729492,-1.712002158,2.6410834789276123,0.5717116594314575,3.453747510910034,0.039226253,1.3739759922027588,-2.01316762,1.759374976158142,-1.997315764,3.6332547664642334,2.2542247772216797,6.148930072784424,8.530894279,-13.54855156,-12.68063164,-13.00350189,-12.20736122,-11.62736893,-10.84288311,-10.91980648,-6.651146889,-3.400437117,-0.183412373,1.342151165008545,0.3088020980358124,-2.920555592,-6.380349636,-9.070482254,-9.231041908,-8.94042778,-7.149717331,-3.051759481,-0.806433618,1.8767147064208984,3.641690492630005,5.798624515533447,6.958698749542236,6.631744384765625,4.745682716369629,-0.6974262,-4.408652782,-4.771472454,-5.924409866,-5.584366322,-4.926551342,-3.305208683,-2.666027546,-0.458083123,-1.460395217,-2.856869698,-3.168962717,-2.739596367,-4.083975315,-7.02203083,-8.609433174,-8.839681625,-9.351130486,-8.661643982,-7.405070782,-6.254905224,-6.271327019,-6.463473797,-7.590664387,-8.99661541,-8.916847229,-9.132229805,-9.324077606,-7.917478085,-7.811170101,-9.437643051,-8.052232742,-6.302052975,-6.664982796,-9.342087746,-10.83482933,-12.80143738,-14.07959652,-13.39423561,-13.42574883,-15.5123415,-16.57790184,-17.54415703,-17.41177177,-16.6498394,-15.38753223,-15.15511894,-15.66727543,-15.39193439,-14.28047466,-13.27716541,-14.17988014,-12.77907085,-11.79917336,-12.13963318,-13.38197803,-13.8846302,-13.22649479,-14.26758194,-16.00794601,-17.35508537,-17.85027122,-18.57083511,-18.81539536,-17.18169022,-16.98021126,-16.9794693,-17.95659637,-18.57022667,-19.94446754,-22.48477364,-25.7556572,-28.18923569,-29.76803207,-29.36029243,-30.26713943,-29.69890976,-28.36650085,-27.78526497,-28.21594429,-27.56443405,-26.82662582,-26.39940453,-26.64186096,-26.98120689,-26.26748848,-25.65658569,-26.84812737,-28.4356575,-28.08901024,-27.87407112,-27.87616539,-29.6194191,-30.32674599,-31.15720749,-31.16560173,-32.26371765,-31.75576591,-32.59489822,-36.85032654,-47.11099625,0.055253286210317464,0.10033108294010162
-155.7403259,98.44582367,-29.23992538,15.298026084899902,-8.431584358,-15.9727354,-1.969927073,-16.37336922,-7.554152012,11.24701976776123,-5.861533165,6.711978912353516,-7.476025105,3.226792573928833,-3.987149239,-7.294111252,-10.72354412,-1.721604466,-0.412792563,14.453922271728516,6.903278827667236,17.62653350830078,14.945642471313477,5.818703651428223,1.0067517757415771,5.551215171813965,-2.00377512,4.975885868,-3.181788921,4.514797210693359,0.5852636098861694,2.822402000427246,-0.570439637,2.2450945377349854,0.17140844464302063,3.7913460731506348,-0.626195371,0.089106485,-0.120642073,6.0186285972595215,8.509428024291992,-13.31440449,-12.96367931,-12.96441936,-12.45348454,-11.20687771,-9.758217812,-9.194602013,-6.02947998,-1.565881252,3.3173272609710693,4.723848342895508,3.3641815185546875,0.8588840961456299,-2.689207077,-5.969397545,-7.848534107,-8.01422596,-8.268740654,-6.023422718,-3.373507977,0.3459540605545044,3.522484540939331,5.988897323608398,6.963790416717529,6.1008124351501465,2.0553441047668457,-0.86372751,-4.820057392,-8.008201599,-10.21839619,-9.766824722,-9.398117065,-7.625932217,-7.586799145,-8.933175087,-7.986122608,-4.466416836,-3.64089942,-7.252437115,-10.79951668,-11.70763016,-10.93341541,-9.007666588,-8.654893875,-10.21988106,-11.66269684,-12.34868145,-9.811725616,-6.318539619,-7.212042332,-10.75557804,-10.00374508,-7.148461819,-7.157559395,-7.904818058,-9.080845833,-8.491124153,-6.174378395,-6.073403358,-8.522457123,-10.58436203,-13.19747829,-14.95166969,-13.90218067,-13.54356861,-12.98107719,-13.15180111,-12.76247597,-13.80983639,-12.80624294,-11.97482777,-10.42693901,-10.78285027,-15.20514965,-16.5319519,-15.10939121,-12.17458916,-9.85979557,-12.36060715,-14.67635345,-13.05515957,-11.04571819,-9.452624321,-11.96837711,-14.95957947,-15.24809837,-13.65110397,-15.44665527,-16.17741776,-16.18128967,-15.241745,-15.23415947,-15.33987999,-15.3296299,-17.53091621,-20.60621834,-21.71229362,-25.79644394,-28.13837433,-29.09604836,-29.25402832,-28.65403748,-29.86058807,-28.57538605,-28.35525322,-29.72192383,-29.65473557,-29.34486389,-30.01311684,-29.78917503,-30.46604156,-28.25208664,-27.40158844,-26.52562714,-26.47204018,-27.90962791,-29.12850761,-27.57241249,-26.85184288,-26.06153297,-27.2912426,-28.9997654,-29.67807007,-28.70067596,-28.77246666,-33.52835083,-46.71767044,0.064197359,0.1060359925031662
-159.1539917,94.14021301269531,-18.1555233,5.452640056610107,-17.45709801,-9.880110741,3.1936774253845215,-12.60969162,-1.821303129,13.766633987426758,-4.462172031,1.2205297946929932,-5.716849327,4.6388678550720215,-2.792045832,-4.89770174,-3.539966583,-2.322486401,-3.873898983,14.677141189575195,8.640036582946777,12.985347747802734,8.375469207763672,6.340252876281738,0.7730442881584167,5.106934547424316,-1.739910007,5.700954437255859,1.3907687664031982,2.780402898788452,0.9131867289543152,3.9829936027526855,-1.650757313,2.186110734939575,-1.605382442,3.0669591426849365,-1.898785353,3.4235599040985107,0.6161186099052429,6.431506633758545,8.613143920898438,-11.13476467,-11.61983395,-12.25282574,-11.6411953,-11.2767868,-9.679330826,-8.642151833,-7.235661507,-4.047272205,-0.035708316,1.3798315525054932,0.7262230515480042,-1.718264818,-5.269378185,-7.40798378,-8.189574242,-8.521440506,-7.941718578,-5.267816067,-2.889381647,-2.690935612,-1.381714821,0.8181984424591064,4.2762370109558105,5.408722400665283,3.334231376647949,-1.053435683,-5.085297585,-6.044374943,-6.007687092,-5.797260761,-6.258648872,-6.870177746,-5.630119324,-4.144879341,-2.639154673,-2.440300465,-4.234829903,-6.366333485,-7.825341225,-8.975637436,-9.244023323,-10.50047684,-11.37382507,-11.24830246,-11.50505638,-11.10229969,-9.689190865,-8.14013958,-8.447826385,-9.499887466,-9.630655289,-8.665054321,-7.164862633,-8.165350914,-11.11857796,-11.16277122,-9.965361595,-9.892841339,-12.49295616,-13.49121761,-12.85342693,-13.83321285,-15.16613293,-14.85747337,-15.11900139,-16.05831337,-16.84430122,-19.08290863,-19.75571442,-18.91885376,-18.43272018,-17.6667614,-16.70128632,-16.28922653,-16.93501091,-15.7178154,-14.53122234,-13.61794758,-12.07018089,-13.28358269,-13.37308025,-13.61231995,-14.24456787,-14.54905128,-15.9065485,-17.25629997,-17.81967545,-16.75201607,-15.2389307,-14.66967392,-15.33738518,-15.156703,-15.50094414,-18.08027077,-20.37221909,-21.69779778,-23.68979645,-25.27399826,-25.81215668,-26.8816433,-27.50154877,-27.16900826,-27.44194984,-28.1116581,-28.19749069,-27.85055161,-26.84858131,-27.30570602,-27.52840424,-27.22951317,-26.51945114,-26.40419579,-26.99767876,-27.95056915,-28.12158012,-26.71004677,-25.30916023,-26.34095192,-26.51502419,-27.54830933,-28.33496284,-26.92206764,-25.47704124,-25.80109024,-31.22152901,-44.14247513,0.05559134,0.095859215
-148.4455414,103.52046966552734,-32.20345306,-3.653695107,-17.58497047,-16.23013496,9.086481094360352,-11.08814526,-4.38437748,16.66559600830078,-7.116154671,2.241076946258545,-4.957240105,6.013965129852295,-2.013777018,-2.931712151,-3.079345942,-5.340393543,-6.64367485,9.882671356201172,5.8169636726379395,17.283485412597656,12.26122760772705,7.712954521179199,2.994330883026123,7.217782020568848,0.6223456859588623,5.104547023773193,-0.697183728,3.7429189682006836,-0.362159312,3.645326852798462,-2.313758373,2.1999411582946777,0.10917676985263824,2.120232582092285,-2.257223845,2.898432493209839,-0.522206485,4.536446571350098,8.633860588,-12.46408844,-12.69029808,-11.80371857,-11.95150185,-13.02070713,-12.36099815,-9.313055038,-7.018235207,-3.529392242,0.7969735860824585,2.1092007160186768,0.11750524491071701,-4.072541714,-7.117222309,-9.079536438,-8.537656784,-8.729519844,-6.878844738,-3.758593082,-1.567186356,1.321361780166626,4.180486202,4.9406938552856445,6.157029151916504,3.7130937576293945,0.5509309768676758,-1.019957304,-1.887208819,-4.149749279,-5.140589237,-4.532741547,-1.268443465,-0.234839574,-0.056219675,0.6149364709854126,1.5062192678451538,1.695523977279663,0.6363072991371155,-2.867979765,-4.997910023,-5.928516388,-7.089890957,-7.258437157,-7.704379082,-7.372801304,-7.573545933,-6.339066505,-4.570419788,-4.156304359,-5.725019932,-6.707014084,-6.686271191,-4.600651264,-6.380291462,-9.477248192,-8.653944016,-8.024740219,-7.171452999,-7.624894142,-9.017010689,-9.430259705,-10.16446018,-12.71443558,-15.08915234,-14.27220249,-12.82493877,-13.7424345,-16.42433548,-16.98178673,-15.81325436,-16.25430298,-15.56417465,-15.50378704,-16.80185127,-16.29343605,-13.7807045,-12.5472374,-13.16902161,-13.05125523,-12.19065952,-9.923565865,-7.998344421,-10.39464378,-13.47380447,-13.89348602,-13.50109959,-13.74333191,-16.65194893,-17.99920464,-16.37535858,-14.42065334,-15.31293011,-18.27104568,-18.46829414,-18.28195572,-20.73197556,-23.98692322,-24.7681694,-26.76158524,-29.4392128,-30.94526291,-31.53054428,-30.69621468,-29.5760746,-30.48865891,-30.69447327,-29.69252205,-28.75678062,-28.50658417,-29.08411598,-28.02911568,-27.83806038,-26.39849472,-26.37234497,-27.54362106,-27.44008064,-26.84465027,-25.86721802,-26.43437004,-26.9050312,-27.38149071,-27.49909401,-26.96804237,-26.44786453,-27.63442612,-31.57215309,-44.17485809,0.059299045,0.10905424505472183
-169.1776886,86.02013397216797,-15.5610323,30.647701263427734,-7.98870945,-20.80043602,-0.25818938,-19.64116478,-1.012123466,4.367361545562744,-3.06362009,3.9930429458618164,-7.11782074,6.592786789,-6.707585335,-8.011769295,-5.619699001,-2.581323385,-5.396940708,14.414974212646484,13.23669147491455,16.560359954833984,11.978927612304688,1.3393677473068237,-2.241910934,1.602435827255249,-1.694999099,8.379810333251953,-1.605255008,5.770952224731445,2.9198355674743652,3.5260579586029053,0.071546294,2.492386817932129,-1.869104743,1.2207891941070557,-1.265208602,5.829525947570801,3.225001096725464,3.0806946754455566,8.582157135009766,-13.43972397,-12.32146072,-13.15657997,-12.15197277,-10.79641628,-8.858278275,-6.807374001,-4.040380001,-2.489886522,0.12845271825790405,2.816664934158325,3.724837542,1.6990619897842407,-2.670321941,-6.834415913,-7.339607716,-7.075926781,-6.008592606,-6.294507504,-5.211951256,-4.523053169,-1.362092495,2.959167957305908,5.930381774902344,4.628678798675537,3.1676688194274902,-1.806907296,-7.468015671,-11.68298912,-14.45883083,-15.03720284,-14.01893806,-14.10260868,-11.04315186,-8.453859329,-8.256980896,-9.491944313,-9.493531227,-10.95083237,-12.32238579,-14.90038776,-16.8946476,-18.37037277,-18.10998154,-16.1306839,-15.41501331,-14.45694351,-12.48962212,-12.89070892,-13.13566589,-13.56485558,-14.08960629,-14.90280056,-15.32554817,-14.1317234,-12.61140251,-12.22174835,-13.04493046,-13.22390842,-13.05700588,-11.44734669,-11.63323212,-13.92504025,-14.75649929,-15.45507145,-15.58486748,-15.27945423,-14.43367958,-13.33959484,-14.741189,-17.37733078,-18.19830513,-15.49603653,-12.75570488,-10.14759541,-11.6117382,-13.00960922,-12.69331169,-11.20181465,-9.390372276,-10.12889862,-12.5204668,-14.05552769,-13.55966854,-13.35274792,-13.767519,-16.36907768,-15.74711323,-15.66191578,-15.1816597,-15.43937683,-14.25519848,-11.87625408,-12.10209751,-15.53090763,-17.10622978,-19.20744705,-23.62304688,-25.64674759,-26.28207779,-26.69491386,-27.76334953,-27.16453934,-26.97634506,-28.67054367,-30.54875946,-30.21875191,-31.99990845,-31.33229065,-32.46842957,-32.47230148,-30.6232605,-28.95658684,-27.65010643,-27.99278259,-28.60425949,-28.62962341,-27.45145416,-26.15081978,-26.82541466,-27.53208542,-27.08266258,-26.91486168,-26.59010315,-25.36598206,-30.18422508,-41.96959686,0.065119668,0.090483315
